"capture_price_ln","culture_price_ln","mixed_price_ln","urban"
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.82162474915151,5.14166355650266,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.88280192258637,5.48063892334199,1
5.99146454710798,4.90527477843843,5.43184875917256,1
5.99146454710798,4.86753445045558,5.29831736654804,1
5.99146454710798,4.9416424226093,4.97673374242057,1
5.99146454710798,4.80811102998478,5.01063529409626,1
6.5510803350434,4.86753445045558,5.07517381523383,1
5.99146454710798,4.78749174278205,4.92102313540657,1
5.99146454710798,4.86753445045558,4.78749174278205,1
5.99146454710798,4.86753445045558,5.14166355650266,1
5.99146454710798,4.88658264542628,4.78749174278205,1
5.99146454710798,4.86753445045558,4.78749174278205,1
5.99146454710798,4.89285225843987,5.14166355650266,1
5.99146454710798,4.9416424226093,5.51611331153565,1
5.99146454710798,4.78749174278205,5.14166355650266,1
6.39692965521615,4.86753445045558,5.52146091786225,1
6.27914661955976,4.88280192258637,5.7037824746562,1
5.99146454710798,4.85029264402108,5.14166355650266,1
5.92692602597041,5.11599580975408,5.14166355650266,1
5.99146454710798,4.78749174278205,5.7037824746562,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.84811636459848,4.95347688025631,1
6.72543372218818,4.78749174278205,5.14166355650266,1
5.99146454710798,4.78749174278205,5.7037824746562,1
5.99146454710798,4.78749174278205,5.14166355650266,1
6.10924758276437,4.78749174278205,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.88658264542628,5.14166355650266,1
5.7037824746562,4.78749174278205,5.14166355650266,1
5.99146454710798,4.78749174278205,4.38202663467388,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.7037824746562,4.78749174278205,5.14166355650266,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.78749174278205,4.72295322164447,1
5.99146454710798,4.8283137373023,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.88280192258637,4.78749174278205,1
5.99146454710798,4.88280192258637,5.14166355650266,1
5.99146454710798,4.97673374242057,5.29831736654804,1
5.99146454710798,4.86753445045558,5.14166355650266,1
5.7037824746562,4.88280192258637,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.86753445045558,4.78749174278205,1
5.99146454710798,5.19295685089021,5.14166355650266,1
5.99146454710798,4.78749174278205,5.14166355650266,1
5.99146454710798,4.40264592187662,5.14166355650266,0
5.99146454710798,4.59259140378123,5.14166355650266,0
5.99146454710798,4.67749084756772,4.38202663467388,0
5.99146454710798,4.95347688025631,5.14166355650266,0
5.99146454710798,4.84811636459848,5.7037824746562,0
5.99146454710798,4.42284862919414,5.14166355650266,0
5.99146454710798,4.0943445622221,5.14166355650266,0
5.99146454710798,4.88027347623301,5.37836007422157,0
5.99146454710798,4.98436736727565,5.29831736654804,0
5.99146454710798,4.47985888391092,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.49980967033027,4.86753445045558,0
5.99146454710798,4.78749174278205,5.14166355650266,0
6.21460809842219,5.50125821054473,5.14166355650266,0
5.99146454710798,4.73033332894209,5.14166355650266,0
5.99146454710798,4.78749174278205,5.61677109766657,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.29831736654804,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.79670839788697,5.14166355650266,0
5.99146454710798,4.86753445045558,5.14166355650266,0
5.99146454710798,5.03983444878852,5.7037824746562,0
5.99146454710798,4.88280192258637,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.88280192258637,5.14166355650266,0
5.99146454710798,4.84155896405232,5.14166355650266,0
6.68461172766793,4.78749174278205,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.88280192258637,5.14166355650266,0
5.50125821054473,4.8283137373023,5.14166355650266,0
5.99146454710798,4.79145214399814,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.81150661898592,5.14166355650266,0
5.99146454710798,4.50179183153426,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.52146091786225,4.78749174278205,5.14166355650266,0
5.85793315448346,4.78749174278205,5.14166355650266,0
5.99146454710798,4.63420874196801,5.14166355650266,0
5.88610403145016,4.7735055008073,5.14166355650266,0
5.7037824746562,4.86753445045558,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.55387689160054,5.14166355650266,0
5.99146454710798,5.25883272968106,5.14166355650266,0
5.99146454710798,4.84648104125775,5.14166355650266,0
5.99146454710798,4.90527477843843,5.14166355650266,0
5.99146454710798,4.77287653041108,5.14166355650266,0
5.99146454710798,4.75900193741207,5.14166355650266,0
5.99146454710798,4.86753445045558,5.14166355650266,0
5.99146454710798,4.74285958876128,5.14166355650266,0
5.7037824746562,4.49980967033027,5.14166355650266,0
5.99146454710798,4.89195900246266,5.14166355650266,0
5.7037824746562,4.86753445045558,5.14166355650266,0
5.99146454710798,4.86753445045558,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,4.80985877292894,5.14166355650266,0
5.99146454710798,4.9416424226093,5.7037824746562,0
5.99146454710798,4.86753445045558,5.14166355650266,0
5.99146454710798,4.88280192258637,5.14166355650266,0
5.48063892334199,4.78749174278205,5.14166355650266,0
5.99146454710798,4.82640715903172,5.14166355650266,0
5.01063529409626,4.78749174278205,5.14166355650266,0
5.99146454710798,4.38202663467388,5.14166355650266,0
5.7037824746562,4.86753445045558,5.14166355650266,0
5.01063529409626,4.88280192258637,5.14166355650266,0
5.99146454710798,4.86753445045558,5.14166355650266,0
6.39692965521615,4.99382817577987,5.7037824746562,0
5.99146454710798,4.88893835911874,5.19295685089021,0
5.99146454710798,4.86753445045558,5.14166355650266,0
5.99146454710798,4.89392311344136,4.9416424226093,0
5.99146454710798,4.82385938695292,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
5.99146454710798,5.10594547390058,5.14166355650266,0
5.99146454710798,4.73033332894209,5.14166355650266,0
5.99146454710798,4.55387689160054,5.14166355650266,0
5.99146454710798,5.03261420081503,5.14166355650266,0
5.99146454710798,4.78749174278205,5.14166355650266,0
